age,income,account_age,clicks_last_month,promo_clicks,engagement_score,last_login_days,subscription_type,region,device_type,previous_upsell_attempts,average_session_time,upsell
55,5310.13,11,9,14,0.0,0,Advanced,South,Desktop,2,3.1,0
22,,12,7,0,,37,Advanced,South,Desktop,1,8.53,0
49,2945.5,29,24,0,0.0,10,Advanced,West,Mobile,0,7.73,0
24,,39,6,7,0.18,17,Basic,North,Mobile,3,2.66,0
16,454.2,20,14,0,23.1,15,Basic,East,Desktop,2,21.49,1
38,,19,15,0,14.53,0,Basic,East,Tablet,1,8.43,0
25,,21,9,5,6.72,10,Advanced,South,Tablet,3,11.72,0
31,1141.93,20,29,0,11.85,6,Premium,East,Mobile,4,2.9,1
30,1861.08,23,29,0,28.94,57,Basic,East,Mobile,2,27.13,0
17,139.25,2,2,0,9.23,17,Premium,East,Mobile,4,7.3,0
16,7331.94,22,7,0,33.53,30,Premium,West,Tablet,4,2.91,0
44,625.47,10,40,8,0.0,0,Advanced,West,Tablet,0,1.75,0
30,884.82,1,19,0,31.47,39,Premium,North,Mobile,0,1.08,0
16,1704.49,23,17,2,0.67,0,Advanced,South,Mobile,0,7.51,0
16,344.78,17,0,0,11.62,0,Premium,South,Tablet,2,2.36,0
16,,33,16,0,10.67,1,Advanced,East,Desktop,4,7.57,0
52,1346.94,16,16,2,0.0,0,Advanced,North,Mobile,3,3.41,0
56,3512.94,25,17,3,0.0,23,Basic,East,Mobile,1,0.3,0
17,346.28,8,0,7,0.0,0,Premium,West,Mobile,3,4.46,0
67,556.34,20,28,6,0.0,7,Basic,South,Tablet,4,14.43,0
31,459.58,35,0,2,5.44,0,Advanced,West,Desktop,1,2.87,0
43,641.25,17,13,0,38.37,18,Advanced,East,Desktop,4,6.85,1
30,912.07,6,32,1,1.16,1,Basic,South,Mobile,0,2.64,0
25,3973.2,17,3,0,38.84,44,Advanced,North,Desktop,0,5.65,0
44,761.56,8,2,5,0.0,1,Basic,South,Mobile,4,6.08,0
43,2249.31,35,17,10,0.0,17,Premium,West,Desktop,2,9.37,0
38,1585.9,21,0,18,8.76,25,Premium,North,Mobile,1,6.34,0
32,1407.08,17,0,0,0.0,0,Advanced,North,Desktop,4,2.68,0
16,248.18,23,13,0,20.8,27,Basic,North,Mobile,3,10.26,0
32,678.79,30,24,6,3.01,17,Advanced,West,Tablet,0,16.35,1
26,367.71,22,27,0,25.49,43,Basic,South,Tablet,0,19.3,0
20,620.05,21,44,0,0.0,0,Premium,West,Tablet,0,9.28,0
19,865.51,17,10,0,28.3,33,Premium,South,Mobile,2,9.74,0
57,609.0,22,23,8,0.0,15,Advanced,West,Tablet,1,13.13,0
33,,24,12,0,0.54,40,Advanced,East,Desktop,1,1.12,0
16,3184.99,26,6,0,6.43,0,Premium,North,Desktop,2,2.43,0
16,981.52,26,7,0,5.38,0,Basic,South,Tablet,3,17.67,0
30,6086.62,29,35,7,9.96,28,Basic,West,Mobile,3,5.02,1
65,2001.75,19,42,0,19.52,24,Advanced,West,Tablet,1,19.07,1
40,126.04,23,0,17,0.0,0,Basic,North,Desktop,4,7.53,0
26,558.18,2,16,0,0.0,0,Basic,South,Tablet,3,2.62,0
63,406.82,16,68,0,0.0,24,Basic,South,Mobile,3,8.89,0
16,193.13,25,17,0,24.28,12,Premium,South,Desktop,1,5.29,0
54,2041.12,24,31,0,0.0,44,Advanced,West,Desktop,3,0.66,0
43,1088.5,13,34,5,0.0,21,Basic,East,Tablet,4,15.59,0
59,377.62,27,29,0,11.02,11,Advanced,North,Tablet,0,9.93,1
16,517.59,36,29,4,0.0,7,Basic,West,Tablet,3,9.93,1
30,834.77,33,0,9,0.0,24,Premium,South,Mobile,1,6.58,0
48,1672.37,21,0,26,0.0,0,Basic,North,Desktop,4,18.21,0
45,907.4,5,8,12,6.32,32,Premium,South,Tablet,2,0.74,0
57,690.94,10,23,9,0.0,32,Advanced,West,Tablet,2,7.39,0
34,117.54,3,24,0,23.85,37,Premium,West,Desktop,4,11.41,0
57,955.7,12,38,7,0.0,12,Basic,North,Tablet,2,10.22,0
74,766.1,40,2,0,43.37,16,Advanced,South,Mobile,3,14.17,1
16,2298.21,58,0,0,33.53,8,Premium,East,Tablet,3,3.79,0
34,,35,0,4,12.47,2,Advanced,South,Tablet,3,0.86,1
50,1372.5,30,33,13,0.0,9,Premium,East,Mobile,3,6.11,0
16,367.63,27,4,0,31.85,34,Advanced,West,Mobile,4,12.27,0
23,733.87,22,20,3,12.24,37,Basic,South,Mobile,1,32.11,0
59,2562.11,31,14,19,0.0,0,Advanced,West,Mobile,2,21.28,0
40,2318.05,16,35,0,13.32,12,Premium,East,Desktop,1,2.91,0
17,4674.66,22,25,0,15.41,21,Basic,North,Tablet,2,10.14,0
37,743.59,3,18,3,0.0,0,Basic,West,Mobile,2,6.94,0
53,1377.5,14,3,0,22.02,23,Advanced,North,Desktop,3,8.54,1
16,293.76,21,25,0,0.0,2,Basic,West,Mobile,1,0.55,1
37,2308.43,7,23,0,0.0,0,Basic,West,Desktop,0,3.69,0
76,582.92,14,38,17,0.0,0,Premium,West,Desktop,4,20.62,0
41,,20,5,0,23.86,27,Premium,West,Desktop,0,6.35,1
27,1217.72,29,21,6,0.0,36,Premium,North,Tablet,3,4.47,0
37,772.17,38,28,14,2.03,37,Basic,South,Mobile,2,7.73,0
55,2540.23,18,33,22,5.25,28,Advanced,South,Mobile,2,10.12,0
56,1145.69,38,40,13,0.0,29,Premium,East,Mobile,1,3.37,0
58,231.51,4,0,22,0.0,4,Basic,East,Desktop,1,4.98,0
62,1401.22,6,37,0,0.0,16,Advanced,North,Desktop,2,1.32,0
16,1949.4,26,20,3,0.0,0,Basic,West,Desktop,4,3.56,0
50,284.44,16,0,23,,18,Advanced,West,Tablet,0,0.53,1
63,,13,22,6,0.0,18,Premium,West,Desktop,2,11.83,0
31,,1,11,0,34.81,46,Basic,South,Tablet,4,5.54,0
38,,53,5,0,6.99,4,Premium,North,Mobile,1,7.28,1
17,514.62,28,35,0,17.82,15,Advanced,South,Tablet,3,9.05,0
24,,20,11,0,30.05,55,Advanced,East,Tablet,1,29.17,0
16,6826.72,12,0,0,20.08,27,Basic,West,Tablet,3,8.5,0
50,999.47,14,9,5,0.0,6,Advanced,East,Tablet,1,4.86,0
37,281.83,15,16,0,32.64,41,Basic,South,Desktop,4,10.47,0
64,293.55,14,20,3,2.26,0,Basic,East,Desktop,0,26.23,0
16,,33,4,0,17.81,20,Advanced,South,Tablet,4,15.7,0
37,123.42,18,0,18,0.0,0,Premium,North,Mobile,1,3.17,0
37,1250.63,14,0,9,0.0,10,Advanced,West,Desktop,0,1.89,0
21,2294.76,12,23,0,31.99,43,Advanced,South,Desktop,4,10.5,0
25,3203.6,3,30,0,20.47,0,Basic,West,Mobile,1,7.71,1
16,1179.2,42,0,0,30.16,26,Basic,South,Tablet,0,11.91,0
72,3717.11,21,10,0,29.27,25,Advanced,South,Desktop,4,10.7,1
16,1525.55,41,8,0,66.58,58,Premium,East,Tablet,4,1.97,0
53,,21,15,8,0.0,12,Basic,South,Tablet,3,16.67,0
70,997.02,1,24,16,0.0,14,Advanced,East,Desktop,2,16.36,0
42,1196.46,6,28,0,25.48,65,Basic,West,Tablet,0,29.63,0
17,834.2,20,41,4,0.0,0,Basic,East,Mobile,0,4.32,0
42,3013.45,28,14,0,0.0,18,Advanced,East,Tablet,1,2.26,0
64,1465.71,15,0,2,38.66,31,Advanced,West,Mobile,0,5.35,1
16,2221.25,43,35,3,10.36,5,Premium,South,Mobile,3,17.0,0
59,458.54,19,14,6,0.0,20,Basic,East,Mobile,2,5.93,0
32,200.95,15,2,0,0.0,15,Premium,South,Mobile,2,2.89,0
16,491.25,16,0,0,29.35,19,Premium,South,Mobile,1,6.69,0
27,206.72,29,0,11,0.0,10,Premium,North,Mobile,4,2.44,0
56,2418.15,23,25,0,0.0,34,Basic,East,Desktop,3,5.97,0
16,984.02,38,38,5,0.0,0,Advanced,East,Desktop,1,7.61,0
64,2616.57,9,21,0,14.59,23,Advanced,West,Tablet,4,13.95,1
25,795.48,19,24,0,17.31,9,Premium,South,Mobile,2,6.22,0
31,6124.37,17,34,5,0.0,0,Advanced,East,Desktop,2,14.1,0
37,510.12,29,35,0,0.56,11,Advanced,East,Mobile,1,5.39,1
26,1685.82,2,15,0,2.27,38,Basic,South,Tablet,2,32.4,0
21,,17,0,0,31.98,53,Premium,South,Tablet,2,18.82,0
78,232.04,0,59,0,,12,Advanced,South,Mobile,2,8.72,0
16,294.16,20,18,0,14.32,4,Premium,West,Mobile,0,9.35,1
21,480.29,28,16,0,29.84,25,Advanced,East,Tablet,1,3.34,0
46,713.82,9,28,7,0.0,0,Advanced,West,Tablet,3,4.57,0
16,834.87,44,1,0,25.51,24,Premium,North,Desktop,0,14.95,0
36,647.61,1,15,0,40.6,50,Basic,South,Desktop,2,3.09,0
40,632.52,32,0,23,8.68,6,Basic,North,Mobile,1,14.96,0
40,1102.22,36,0,26,0.0,0,Advanced,North,Tablet,2,20.54,0
29,767.54,27,6,8,0.0,11,Basic,South,Tablet,3,4.21,0
34,869.29,18,19,0,0.0,22,Premium,South,Mobile,1,0.98,0
42,528.57,18,9,6,3.02,12,Premium,North,Tablet,3,15.38,0
69,699.71,19,37,3,0.0,1,Premium,South,Desktop,4,10.66,0
18,387.84,13,23,0,0.65,0,Premium,East,Desktop,4,5.46,0
16,1198.28,36,4,0,11.56,2,Basic,South,Tablet,0,7.02,0
16,655.08,33,13,0,,0,Premium,South,Mobile,3,1.5,0
16,525.86,32,10,0,,0,Basic,West,Desktop,4,2.34,0
37,,13,17,0,9.15,29,Basic,West,Mobile,3,10.04,0
80,897.53,19,38,0,16.78,22,Premium,West,Tablet,0,13.56,1
52,986.39,10,9,0,7.45,19,Basic,East,Tablet,1,0.27,1
16,109.62,43,22,0,12.57,23,Premium,North,Tablet,0,25.4,1
48,2694.75,3,6,0,0.0,0,Premium,East,Tablet,4,5.92,0
49,871.27,28,21,8,0.19,14,Basic,South,Mobile,3,13.78,0
16,1862.58,21,23,7,0.0,0,Premium,South,Desktop,3,5.75,1
27,8252.73,28,9,11,28.39,18,Advanced,East,Tablet,0,7.36,1
27,670.57,4,12,0,30.6,19,Premium,North,Mobile,0,4.67,1
26,222.71,7,0,10,10.46,21,Basic,North,Desktop,3,1.02,1
38,271.2,28,18,0,0.0,20,Advanced,West,Tablet,3,7.52,0
31,,4,16,0,3.43,0,Premium,East,Desktop,4,12.17,0
32,558.73,20,0,0,17.99,15,Advanced,West,Tablet,0,18.46,1
41,,8,19,0,9.32,12,Basic,South,Tablet,2,5.28,1
16,1357.6,32,14,0,15.35,21,Basic,East,Tablet,0,14.38,0
38,,20,3,0,0.0,8,Premium,South,Mobile,2,9.33,0
54,894.06,19,34,0,0.0,29,Premium,East,Desktop,0,3.95,0
53,351.99,23,20,4,0.0,13,Basic,North,Tablet,4,6.91,0
45,,3,29,0,12.36,0,Premium,South,Desktop,0,17.08,0
66,674.33,8,14,9,0.0,27,Premium,South,Tablet,1,13.0,0
31,402.04,35,14,0,11.52,1,Advanced,East,Tablet,0,1.83,1
61,1683.39,13,8,11,0.0,3,Basic,North,Desktop,3,11.36,0
66,590.7,2,21,24,0.0,0,Advanced,South,Mobile,0,14.51,0
16,1279.8,24,0,0,1.72,6,Advanced,East,Desktop,3,2.49,0
17,839.14,47,8,2,7.63,1,Premium,South,Tablet,1,5.27,1
24,891.43,35,20,0,0.0,8,Premium,West,Tablet,1,0.89,0
22,4501.95,1,21,0,13.87,22,Premium,South,Mobile,2,16.22,1
19,800.99,7,23,0,0.0,0,Advanced,South,Desktop,3,0.49,0
21,5425.69,9,21,0,18.35,16,Premium,East,Desktop,4,11.59,1
39,530.08,12,0,7,0.0,0,Basic,South,Desktop,1,1.05,0
71,1616.27,43,42,11,0.0,7,Advanced,West,Desktop,0,11.1,0
32,,9,28,0,35.9,58,Basic,East,Mobile,4,13.78,0
23,559.44,25,9,0,7.17,14,Basic,South,Mobile,3,1.37,1
48,4455.47,6,24,9,0.0,23,Basic,West,Desktop,1,2.36,0
55,2128.7,21,10,15,0.0,0,Advanced,West,Mobile,3,14.33,0
57,,9,24,4,0.0,9,Premium,North,Desktop,0,15.53,0
46,,39,4,17,0.0,15,Premium,North,Tablet,3,5.43,0
16,976.39,16,42,0,3.45,0,Basic,East,Mobile,0,3.79,0
35,1441.36,27,14,0,,5,Advanced,North,Tablet,4,4.44,1
21,482.34,37,18,0,50.42,53,Premium,East,Desktop,3,11.03,0
32,545.76,10,35,0,0.0,8,Advanced,South,Desktop,4,2.39,1
29,1150.46,8,0,0,38.66,67,Basic,North,Desktop,2,19.28,0
69,3438.2,13,32,3,0.0,7,Advanced,North,Tablet,4,10.84,0
61,606.68,34,0,0,28.4,10,Basic,South,Tablet,1,8.32,1
41,3420.45,8,0,0,26.12,29,Advanced,East,Mobile,1,7.51,1
78,1107.08,42,34,29,0.0,0,Basic,East,Desktop,4,14.92,0
29,858.12,6,0,6,0.0,0,Premium,South,Desktop,1,0.14,0
80,1264.82,3,33,0,0.0,31,Advanced,East,Mobile,1,8.72,1
16,1791.41,23,0,0,,0,Premium,West,Mobile,2,8.12,0
52,2921.48,20,20,0,0.0,26,Advanced,North,Desktop,0,0.79,0
80,242.61,12,18,9,0.0,7,Basic,East,Tablet,1,14.14,0
20,3065.23,9,38,3,0.0,0,Advanced,East,Mobile,3,7.12,0
22,1485.75,1,27,0,9.98,20,Advanced,West,Desktop,1,7.05,0
52,886.39,13,13,2,0.0,2,Premium,North,Desktop,1,1.48,0
45,4215.94,35,37,0,0.0,0,Basic,East,Mobile,2,4.65,1
22,3700.06,14,14,0,33.78,53,Advanced,South,Tablet,1,14.68,0
56,2180.5,17,16,7,0.0,5,Premium,North,Desktop,2,7.92,0
28,6735.3,26,2,0,40.49,31,Basic,South,Desktop,4,1.25,0
69,548.6,17,0,21,0.0,0,Advanced,East,Tablet,3,15.21,0
75,2280.51,36,48,23,,32,Advanced,North,Mobile,1,23.39,0
55,226.31,13,0,6,16.61,20,Advanced,South,Mobile,1,2.47,1
34,,10,0,0,0.0,0,Premium,South,Mobile,2,4.6,0
35,998.9,39,25,0,0.0,2,Basic,North,Tablet,4,4.68,1
16,609.9,34,12,1,0.0,11,Advanced,South,Mobile,3,27.61,1
46,2421.31,20,19,8,1.35,24,Premium,East,Desktop,1,9.21,0
16,313.4,20,0,0,29.9,29,Premium,South,Tablet,4,6.08,0
27,269.4,24,0,5,0.0,29,Advanced,North,Mobile,3,2.28,0
18,200.66,34,23,0,18.24,17,Basic,North,Mobile,0,7.06,0
16,2816.11,42,6,0,11.24,11,Advanced,North,Mobile,0,14.64,0
28,803.97,6,28,5,0.0,5,Premium,South,Mobile,1,11.75,0
60,408.92,20,33,4,0.0,12,Advanced,West,Tablet,2,11.12,0
50,117.57,19,20,0,0.0,20,Advanced,West,Desktop,2,7.33,0
16,1221.19,3,9,0,0.0,10,Advanced,West,Desktop,2,18.47,0
39,721.33,3,33,11,0.0,0,Advanced,North,Mobile,2,18.66,0
51,1349.53,16,11,4,28.2,25,Basic,East,Desktop,4,10.94,1
68,359.41,9,3,22,0.0,0,Basic,East,Mobile,0,20.53,0
39,,4,16,0,0.0,15,Advanced,South,Mobile,3,5.7,0
42,7107.7,26,0,19,0.0,6,Premium,South,Desktop,2,5.37,0
48,770.92,11,23,0,24.65,34,Advanced,South,Desktop,2,4.34,0
16,3203.37,18,33,1,0.0,0,Premium,North,Mobile,0,3.3,0
21,100.98,26,25,0,24.84,21,Basic,East,Mobile,0,10.37,0
16,752.71,15,23,13,0.0,0,Basic,West,Tablet,3,8.56,1
30,347.3,24,13,0,36.43,31,Premium,South,Desktop,1,4.02,0
16,3724.89,7,9,0,8.21,1,Basic,West,Desktop,3,2.43,0
21,1551.76,17,17,0,36.74,47,Basic,South,Mobile,0,5.58,0
48,785.88,1,2,4,0.0,0,Advanced,South,Desktop,1,10.87,0
31,521.48,18,0,14,0.0,0,Basic,North,Mobile,1,3.93,0
44,665.76,16,14,3,10.2,2,Advanced,West,Tablet,2,2.17,1
51,1265.92,48,30,13,0.0,47,Advanced,East,Tablet,3,3.08,0
26,3048.2,17,13,0,32.66,31,Basic,North,Desktop,1,0.65,0
56,3163.13,13,11,17,0.0,0,Basic,South,Desktop,4,5.57,0
16,2252.05,18,4,0,13.59,5,Basic,West,Mobile,2,5.04,0
44,91.08,8,0,8,0.0,0,Premium,East,Mobile,0,13.16,0
45,1128.11,6,2,6,0.0,0,Advanced,North,Mobile,3,11.24,0
20,1635.72,23,32,0,3.6,4,Advanced,East,Tablet,1,5.89,0
29,1478.56,13,11,0,15.57,12,Advanced,North,Mobile,2,0.51,0
68,3139.15,7,6,26,0.0,0,Advanced,East,Tablet,4,25.61,0
49,296.06,49,29,18,0.0,30,Basic,East,Mobile,3,14.52,0
63,1796.23,17,52,3,0.0,14,Premium,East,Mobile,0,11.07,1
29,496.56,34,2,0,10.77,2,Basic,South,Desktop,0,4.53,1
29,613.34,6,0,2,0.0,4,Premium,North,Tablet,1,14.1,0
16,4421.6,11,18,0,15.19,8,Advanced,East,Desktop,1,12.74,1
71,949.89,9,5,21,0.0,5,Premium,North,Tablet,2,15.8,0
16,592.95,33,0,0,9.13,0,Premium,North,Desktop,2,4.48,0
36,,11,0,0,0.0,2,Basic,East,Mobile,2,7.92,0
34,1604.42,34,2,2,0.0,15,Premium,East,Tablet,4,6.8,0
35,539.93,8,11,0,43.04,31,Advanced,North,Tablet,3,10.89,0
36,2407.77,44,11,0,0.0,0,Basic,South,Mobile,0,7.69,1
28,714.33,28,0,3,14.76,0,Basic,West,Mobile,3,0.14,1
61,765.13,23,45,1,,19,Advanced,East,Mobile,2,12.07,0
18,1962.01,29,13,0,26.12,24,Basic,North,Mobile,0,6.34,0
42,362.52,12,0,0,0.0,4,Basic,East,Tablet,2,7.33,0
46,166.51,3,20,2,0.0,20,Basic,West,Tablet,1,5.01,0
57,,34,45,0,0.0,27,Premium,West,Tablet,2,8.66,0
71,2958.51,11,0,0,18.5,27,Premium,North,Desktop,0,9.99,0
16,348.33,22,0,0,23.63,19,Premium,East,Tablet,4,3.4,0
16,2592.26,23,0,0,27.17,35,Premium,North,Mobile,0,14.29,0
25,3345.47,26,0,12,30.85,31,Advanced,North,Mobile,2,7.03,0
16,1475.04,35,23,1,3.42,0,Basic,North,Tablet,2,1.67,0
37,820.61,11,27,0,11.92,8,Premium,South,Mobile,3,0.12,0
46,2019.84,17,18,0,6.93,20,Premium,West,Desktop,0,7.61,1
16,4635.91,39,8,0,20.32,26,Basic,East,Desktop,4,21.09,1
35,,2,7,0,,66,Premium,West,Tablet,1,20.81,0
16,220.54,41,0,0,28.03,35,Basic,South,Tablet,1,21.12,0
54,1003.69,16,51,0,0.0,40,Premium,South,Mobile,1,2.69,0
50,1169.32,20,8,11,0.0,24,Basic,East,Desktop,0,0.38,0
29,1695.9,22,22,0,0.0,1,Advanced,West,Tablet,2,0.14,1
75,894.85,18,47,13,0.0,11,Premium,East,Mobile,0,23.9,0
38,3232.19,23,0,8,0.0,11,Advanced,South,Mobile,3,0.56,0
35,525.23,22,54,12,0.0,0,Advanced,East,Mobile,0,3.94,0
21,302.16,5,17,0,0.0,13,Premium,South,Desktop,1,18.01,0
48,212.68,29,5,8,37.43,21,Premium,East,Mobile,4,9.66,1
77,2261.15,10,40,11,0.0,0,Advanced,West,Desktop,1,13.72,0
16,260.93,27,0,0,38.5,43,Basic,East,Desktop,1,7.78,0
33,594.33,8,0,10,10.5,9,Advanced,South,Desktop,4,3.89,0
16,543.05,19,5,1,0.0,0,Basic,South,Desktop,2,18.46,0
33,2814.53,62,20,20,5.02,26,Basic,North,Tablet,3,15.09,0
16,,19,3,0,19.07,17,Premium,West,Tablet,1,7.7,0
46,363.67,11,50,3,0.0,30,Advanced,South,Tablet,3,23.77,0
22,1791.84,26,0,18,3.74,0,Premium,South,Tablet,1,17.03,0
37,4997.21,2,36,10,0.0,0,Advanced,East,Mobile,3,1.82,0
46,,11,8,0,0.0,0,Premium,North,Desktop,3,2.09,0
36,437.69,15,16,0,0.0,23,Basic,South,Tablet,0,0.72,0
16,289.23,20,16,5,0.0,0,Advanced,East,Desktop,1,6.74,1
16,1836.92,39,0,0,35.99,28,Advanced,North,Mobile,0,5.65,0
23,540.32,12,0,2,18.43,27,Premium,North,Desktop,0,8.93,0
41,329.98,19,12,17,16.39,31,Advanced,South,Desktop,0,2.22,0
59,2301.28,13,26,21,0.0,1,Basic,North,Tablet,1,20.12,0
31,4321.13,15,21,0,12.04,5,Advanced,North,Mobile,3,0.47,0
55,2131.04,15,30,0,0.0,22,Basic,West,Tablet,4,3.7,0
51,426.79,10,0,9,0.0,0,Premium,South,Desktop,3,19.22,0
59,2133.75,16,9,14,3.47,15,Advanced,South,Mobile,0,3.55,1
51,2188.9,28,12,3,0.0,18,Advanced,West,Desktop,4,1.47,0
52,,25,47,0,0.0,29,Basic,North,Mobile,1,8.05,0
23,419.0,12,11,0,29.46,24,Basic,South,Mobile,0,3.51,0
39,765.66,12,0,11,0.0,4,Basic,South,Mobile,1,2.74,0
56,686.58,25,4,14,0.0,0,Advanced,South,Desktop,0,21.98,0
16,1707.67,31,0,0,0.0,0,Premium,North,Desktop,2,4.89,0
27,1118.81,19,0,0,20.49,26,Basic,West,Desktop,3,0.39,1
44,639.39,15,15,0,34.23,13,Basic,East,Tablet,1,2.33,1
60,289.35,7,20,1,15.57,29,Basic,East,Desktop,2,7.27,1
16,1218.76,22,11,6,0.0,0,Basic,South,Tablet,2,15.32,0
54,683.66,8,0,19,0.0,0,Advanced,South,Desktop,1,30.5,0
28,1467.13,32,10,0,0.0,2,Advanced,North,Mobile,1,3.84,0
16,583.07,3,20,0,23.36,16,Premium,East,Mobile,2,10.91,1
18,313.95,40,20,0,4.7,13,Advanced,West,Mobile,1,0.91,1
29,7793.93,15,19,0,23.52,4,Premium,South,Mobile,4,9.85,1
59,758.81,19,12,6,0.0,8,Basic,East,Tablet,3,14.4,0
27,5372.91,34,0,18,8.55,16,Advanced,West,Desktop,2,5.87,0
55,3032.27,46,15,0,36.19,53,Premium,South,Desktop,2,5.81,1
72,1755.68,21,30,13,0.0,38,Basic,South,Mobile,4,0.76,0
45,,27,16,0,0.0,6,Premium,South,Tablet,3,6.3,0
47,4903.74,30,15,2,0.0,4,Advanced,West,Tablet,0,10.42,0
26,1182.43,14,16,0,24.64,24,Advanced,South,Desktop,2,1.6,0
60,,26,21,18,0.0,17,Basic,South,Tablet,0,10.16,0
33,191.32,2,0,0,29.7,29,Basic,West,Tablet,1,6.49,1
62,1099.46,9,1,5,0.0,7,Advanced,South,Mobile,4,1.64,0
46,376.67,25,36,2,0.0,57,Premium,North,Desktop,1,5.29,0
52,383.31,7,27,2,0.0,13,Premium,North,Mobile,2,2.81,0
16,1640.58,30,24,2,0.0,0,Advanced,South,Tablet,3,6.18,1
40,1311.41,9,12,0,45.55,50,Basic,South,Mobile,3,0.06,0
16,1168.62,14,0,0,20.61,21,Advanced,North,Desktop,3,1.24,0
16,,34,18,0,,22,Advanced,East,Tablet,4,6.93,1
68,9092.0,25,23,17,0.0,18,Basic,East,Tablet,3,10.06,0
16,305.29,28,21,0,12.64,5,Premium,East,Mobile,1,8.63,0
40,878.31,11,32,0,43.64,43,Basic,South,Tablet,1,1.23,0
65,784.93,6,0,19,0.0,0,Basic,South,Desktop,1,9.22,0
27,3836.47,14,0,0,21.56,23,Basic,East,Mobile,1,18.77,1
59,2861.82,19,23,7,0.0,0,Basic,East,Mobile,0,13.42,0
35,,41,6,10,0.0,7,Advanced,North,Tablet,3,9.21,0
19,1104.3,34,11,0,13.38,0,Premium,East,Desktop,2,3.65,0
25,724.15,3,19,0,0.0,0,Advanced,West,Mobile,2,1.36,0
48,945.46,20,18,15,0.0,8,Advanced,West,Mobile,4,17.29,0
16,206.68,8,4,0,4.87,0,Premium,South,Desktop,4,7.48,1
16,653.41,32,12,0,,3,Premium,West,Tablet,1,12.79,0
62,574.12,28,20,0,7.11,11,Advanced,North,Desktop,0,7.15,1
33,867.74,33,11,12,,32,Basic,North,Desktop,0,5.09,0
73,745.56,30,13,25,7.15,13,Premium,North,Tablet,4,21.29,0
71,768.91,19,39,0,19.91,21,Advanced,South,Tablet,3,15.83,1
27,476.6,5,38,12,0.0,0,Basic,North,Desktop,2,16.75,0
53,759.48,11,9,7,0.0,0,Basic,West,Tablet,4,1.79,0
60,369.08,29,27,0,27.54,23,Premium,East,Tablet,0,18.12,1
16,536.81,13,0,0,33.5,31,Advanced,East,Tablet,0,7.12,0
16,2998.9,16,5,0,27.28,24,Premium,North,Tablet,0,1.24,0
16,524.77,23,0,0,48.71,79,Premium,South,Desktop,1,24.05,0
16,427.3,35,5,0,,26,Advanced,North,Desktop,3,24.23,0
23,2585.14,16,11,0,12.01,13,Advanced,East,Desktop,0,5.13,0
57,2082.02,17,1,15,0.0,4,Premium,South,Desktop,3,5.18,0
31,4193.72,16,0,4,0.0,0,Advanced,South,Mobile,2,13.69,0
56,1264.9,9,0,0,18.51,30,Basic,West,Mobile,2,10.2,1
72,819.24,11,53,0,0.0,0,Premium,West,Tablet,3,16.23,0
16,723.17,35,1,0,38.21,43,Premium,East,Tablet,4,12.82,0
37,199.33,5,38,12,,2,Basic,East,Desktop,4,17.83,0
45,1395.82,3,11,0,41.33,55,Advanced,East,Tablet,4,2.59,0
35,4698.8,8,0,8,0.0,0,Basic,East,Mobile,2,3.89,0
23,307.31,33,23,0,1.66,9,Basic,West,Desktop,3,7.29,1
16,,14,7,0,16.94,14,Premium,East,Tablet,2,0.9,0
16,2485.16,37,19,0,28.81,57,Advanced,West,Desktop,2,37.89,0
16,655.78,30,25,0,6.78,0,Advanced,North,Desktop,0,3.97,0
37,,1,45,10,0.0,2,Basic,East,Tablet,1,22.24,0
22,3996.21,54,25,0,25.52,51,Advanced,South,Desktop,1,20.48,1
16,376.59,38,19,0,,49,Premium,South,Mobile,4,11.95,1
16,1065.03,55,20,0,18.2,19,Advanced,West,Mobile,0,4.12,1
55,656.66,12,22,7,0.0,17,Basic,South,Desktop,3,12.07,0
16,10541.37,28,0,0,2.51,0,Advanced,East,Tablet,1,4.24,0
28,258.81,17,35,14,0.0,0,Advanced,North,Mobile,0,26.43,0
47,2316.92,26,12,0,0.0,24,Advanced,South,Desktop,0,2.43,0
22,3614.3,36,10,0,34.2,35,Advanced,North,Desktop,0,6.6,0
34,392.31,9,22,0,10.49,25,Basic,South,Tablet,3,16.3,0
51,,8,35,0,15.61,16,Basic,West,Desktop,3,0.03,0
26,540.61,16,20,0,7.22,5,Premium,West,Desktop,0,5.34,0
28,740.93,18,4,0,0.0,31,Advanced,North,Mobile,4,8.84,0
58,,16,36,6,0.0,0,Premium,West,Mobile,0,2.56,0
21,1153.47,21,37,0,22.26,30,Advanced,East,Desktop,0,24.09,1
80,2971.4,9,28,9,0.0,8,Advanced,East,Mobile,3,13.22,0
53,5760.31,11,0,13,0.0,0,Advanced,East,Desktop,0,17.67,0
16,4818.82,1,0,0,,24,Premium,North,Mobile,0,1.74,1
34,1492.18,14,0,0,0.0,0,Advanced,West,Mobile,2,2.45,0
16,466.57,35,9,12,0.0,0,Advanced,East,Mobile,2,17.63,1
16,1301.56,1,0,0,,0,Basic,East,Tablet,1,10.5,1
43,2096.67,9,12,0,0.0,0,Basic,East,Desktop,3,2.76,0
16,220.0,18,16,0,19.09,18,Premium,West,Tablet,2,6.43,0
16,492.09,42,0,0,9.46,4,Premium,East,Mobile,3,15.33,0
32,538.52,23,34,2,10.99,16,Premium,South,Mobile,0,14.78,0
32,3902.47,4,13,0,10.56,13,Premium,South,Tablet,3,8.45,0
